,,,,,,,Misc,,,Approx Val,,,Passing,,,,,Rushing,,,Receiving,,,,,,,
1,14,CHI,Kyle Fuller,DB,22,2020,1,2,5,44,44,96,0,0,0,0,0,0,0,0,0,0,0,328,19,,Virginia Tech,College Stats
1,15,PIT,Ryan Shazier,LB,22,2017,0,2,3,29,29,46,0,0,0,0,0,0,0,0,0,0,0,202,7,7,Ohio St.,College Stats
1,16,DAL,Zack Martin,G,23,2020,4,6,6,70,70,104,0,0,0,0,0,0,0,0,0,0,0,,,,Notre Dame,College Stats
1,17,BAL,C.J. Mosley,LB,22,2019,0,4,5,65,63,79,0,0,0,0,0,0,0,0,0,0,0,391,10,8.5,Alabama,College Stats
1,18,NYJ,Calvin Pryor,DB,22,2017,0,0,3,17,17,46,0,0,0,0,0,0,0,0,0,0,0,132,2,0.5,Louisville,College Stats
1,19,MIA,Ja'Wuan James,T,22,2019,0,0,4,30,29,65,0,0,0,0,0,0,0,0,0,0,0,,,,Tennessee,College Stats
1,20,NOR,Brandin Cooks,WR,20,2020,0,0,7,57,21,103,0,0,0,0,0,46,281,2,483,6880,40,,,,Oregon St.,College Stats
1,21,GNB,Ha Ha Clinton-Dix,DB,21,2019,0,1,6,35,25,96,0,0,0,0,0,0,0,0,0,0,0,417,16,5.5,Alabama,College Stats
1,22,CLE,Johnny Manziel,QB,21,2015,0,0,0,5,5,14,147,258,1675,7,7,46,259,1,0,0,0,,,,Texas A&M,College Stats
1,23,KAN,Dee Ford,LB,23,2020,0,1,2,25,24,79,0,0,0,0,0,0,0,0,0,0,0,114,,37,Auburn,College Stats
1,24,CIN,Darqueze Dennard,DB,22,2020,0,0,0,12,10,85,0,0,0,0,0,0,0,0,0,0,0,228,4,3,Michigan St.,College Stats
1,25,SDG,Jason Verrett,DB,23,2020,0,1,2,15,10,39,0,0,0,0,0,0,0,0,0,0,0,122,7,,TCU,College Stats
1,26,PHI,Marcus Smith,LB,22,2018,0,0,0,2,1,53,0,0,0,0,0,0,0,0,0,0,0,25,,6.5,Louisville,College Stats
1,27,ARI,Deone Bucannon,DB,22,2019,0,0,4,38,35,84,0,0,0,0,0,0,0,0,0,0,0,329,2,7,Washington St.,College Stats
1,28,CAR,Kelvin Benjamin,WR,23,2018,0,0,4,22,18,61,0,0,0,0,0,0,0,0,209,3021,20,,,,Florida St.,College Stats
1,29,NWE,Dominique Easley,DT,22,2018,0,0,0,5,4,41,0,0,0,0,0,0,0,0,0,0,0,44,1,6.5,Florida,College Stats
1,30,SFO,Jimmie Ward,DB,23,2020,0,0,4,20,20,78,0,0,0,0,0,0,0,0,0,0,0,252,2,3,Northern Illinois,College Stats
1,31,DEN,Bradley Roby,DB,22,2020,0,0,2,19,13,99,0,0,0,0,0,0,0,0,0,0,0,279,10,4,Ohio St.,College Stats
1,32,MIN,Teddy Bridgewater,QB,21,2020,0,1,3,38,21,59,1038,1562,11385,53,36,186,713,9,0,0,0,,,,Louisville,College Stats
2,33,HOU,Xavier Su'a-Filo,G,23,2020,0,0,3,23,17,81,0,0,0,0,0,0,0,0,0,0,0,,,,UCLA,College Stats
2,34,DAL,DeMarcus Lawrence,DE,22,2020,0,2,5,46,46,96,0,0,0,0,0,0,0,0,0,0,0,190,1,45.5,Boise St.,College Stats
2,35,CLE,Joel Bitonio,G,22,2020,0,3,6,42,42,95,0,0,0,0,0,0,0,0,0,0,0,2,,,Nevada,College Stats
2,36,OAK,Derek Carr,QB,23,2020,0,3,7,66,66,110,2468,3830,26896,170,71,214,635,6,1,-9,0,,,,Fresno St.,College Stats
2,37,ATL,Ra'Shede Hageman,DT,24,2016,0,0,1,6,6,44,0,0,0,0,0,0,0,0,0,0,0,41,,4,Minnesota,College Stats
2,38,TAM,Austin Seferian-Jenkins,TE,21,2018,0,0,2,9,5,43,0,0,0,0,0,0,0,0,116,1160,11,,,,Washington,College Stats
2,39,JAX,Marqise Lee,WR,22,2019,0,0,2,17,17,59,1,2,20,1,0,16,100,0,174,2184,8,,,,USC,College Stats
2,40,DET,Kyle Van Noy,LB,23,2020,0,0,5,43,5,95,0,0,0,0,0,0,0,0,0,0,0,246,2,23.5,BYU,College Stats
2,41,STL,Lamarcus Joyner,DB,23,2020,0,0,3,22,17,95,0,0,0,0,0,0,0,0,0,0,0,330,4,5,Florida St.,College Stats
2,42,PHI,Jordan Matthews,WR,22,2020,0,0,3,23,21,75,0,0,0,0,0,0,0,0,274,3288,22,,,,Vanderbilt,College Stats
2,43,NYG,Weston Richburg,OL,23,2019,0,0,5,32,20,79,0,0,0,0,0,0,0,0,0,0,0,,,,Colorado St.,College Stats
2,44,BUF,Cyrus Kouandjio,T,21,2018,0,0,0,7,6,30,0,0,0,0,0,0,0,0,0,0,0,,,,Alabama,College Stats
2,45,SEA,Paul Richardson,WR,22,2019,0,0,3,14,10,64,0,0,0,0,0,4,14,0,143,1809,12,2,,,Colorado,College Stats
2,46,PIT,Stephon Tuitt,DE,21,2020,0,0,6,40,40,91,0,0,0,0,0,0,0,0,0,0,0,176,1,34.5,Notre Dame,College Stats
2,47,WAS,Trent Murphy,LB,23,2020,0,0,4,31,10,86,0,0,0,0,0,0,0,0,0,0,0,117,1,26,Stanford,College Stats
2,48,BAL,Timmy Jernigan,DT,21,2020,0,0,4,26,15,76,0,0,0,0,0,0,0,0,0,0,0,70,1,17.5,Florida St.,College Stats
2,49,NYJ,Jace Amaro,TE,22,2016,0,0,0,4,3,17,0,0,0,0,0,0,0,0,41,404,2,,,,Texas Tech,College Stats
2,50,SDG,Jeremiah Attaochu,LB,21,2020,0,0,1,15,8,74,0,0,0,0,0,0,0,0,0,0,0,113,,20.5,Georgia Tech,College Stats
2,51,CHI,Ego Ferguson,DT,22,2015,0,0,0,2,2,20,0,0,0,0,0,0,0,0,0,0,0,13,,2,LSU,College Stats
2,52,ARI,Troy Niklas,TE,21,2017,0,0,1,1,1,41,0,0,0,0,0,0,0,0,19,203,3,7,,,Notre Dame,College Stats
2,53,GNB,Davante Adams,WR,21,2020,1,4,7,54,54,100,0,0,0,0,0,0,0,0,546,6568,62,,,,Fresno St.,College Stats
2,54,TEN,Bishop Sankey,RB,21,2015,0,0,1,6,6,29,0,0,0,0,0,199,762,3,32,272,1,,,,Washington,College Stats
2,55,CIN,Jeremy Hill,RB,21,2018,0,0,3,21,21,55,0,0,0,0,0,708,2898,29,68,490,1,,,,LSU,College Stats
2,56,DEN,Cody Latimer,WR,21,2019,0,0,1,6,3,66,0,0,0,0,0,2,1,0,70,935,6,14,,,Indiana,College Stats
2,57,SFO,Carlos Hyde,RB,23,2020,0,0,4,31,18,90,0,0,0,0,0,1153,4726,36,145,802,3,,,,Ohio St.,College Stats
2,58,NOR,Stanley Jean-Baptiste,DB,24,2017,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,,,Nebraska,College Stats
2,59,IND,Jack Mewhort,T,23,2017,0,0,4,22,22,45,0,0,0,0,0,0,0,0,0,0,0,,,,Ohio St.,College Stats
2,60,CAR,Kony Ealy,DE,22,2018,0,0,0,13,11,65,0,0,0,0,0,0,0,0,0,0,0,53,2,15,Missouri,College Stats
2,61,JAX,Allen Robinson,WR,21,2020,0,1,5,42,18,88,0,0,0,0,0,3,10,0,457,5999,39,,,,Penn St.,College Stats
2,62,NWE,Jimmy Garoppolo,QB,22,2020,0,0,1,27,2,48,659,977,8042,51,26,104,141,2,2,-3,0,,,,Eastern Illinois,
2,63,MIA,Jarvis Landry,WR,21,2020,0,5,7,50,28,111,6,9,146,1,0,34,199,3,636,7028,35,5,,,LSU,College Stats
2,64,SEA,Justin Britt,T,23,2019,0,0,6,41,41,87,0,0,0,0,0,0,0,0,0,0,0,,,,Missouri,College Stats
3,65,HOU,C.J. Fiedorowicz,TE,22,2017,0,0,2,6,6,51,0,0,0,0,0,0,0,0,89,881,6,,,,Iowa,College Stats
3,66,WAS,Morgan Moses,OL,23,2020,0,0,6,44,44,104,0,0,0,0,0,0,0,0,0,0,0,1,,,Virginia,College Stats
3,67,MIA,Billy Turner,T,22,2020,0,0,4,23,5,70,0,0,0,0,0,0,0,0,0,0,0,,,,North Dakota St.,
3,68,ATL,Dezmen Southward,DB,23,2017,0,0,0,1,1,20,0,0,0,0,0,0,0,0,0,0,0,17,1,1,Wisconsin,College Stats
3,69,TAM,Charles Sims,RB,23,2017,0,0,0,13,13,47,0,0,0,0,0,245,958,2,129,1190,6,,,,West Virginia,College Stats
3,70,SFO,Marcus Martin,C,20,2020,0,0,2,8,8,29,0,0,0,0,0,0,0,0,0,0,0,,,,USC,College Stats
3,71,CLE,Christian Kirksey,LB,22,2020,0,0,3,31,26,84,0,0,0,0,0,0,0,0,0,0,0,350,4,13.5,Iowa,College Stats
3,72,MIN,Scott Crichton,DE,22,2015,0,0,0,2,2,21,0,0,0,0,0,0,0,0,0,0,0,8,,,Oregon St.,College Stats
3,73,BUF,Preston Brown,LB,21,2019,0,0,6,35,29,81,0,0,0,0,0,0,0,0,0,0,0,350,5,1,Louisville,College Stats
3,74,NYG,Jay Bromley,DT,22,2018,0,0,0,5,5,57,0,0,0,0,0,0,0,0,0,0,0,50,,2,Syracuse,College Stats
3,75,STL,Tre Mason,RB,21,2015,0,0,1,7,7,25,0,0,0,0,0,254,972,5,34,236,1,,,,Auburn,College Stats
3,76,DET,Travis Swanson,C,23,2018,0,0,4,25,21,65,0,0,0,0,0,0,0,0,0,0,0,1,,,Arkansas,College Stats
3,77,SFO,Chris Borland,LB,23,2014,0,0,1,6,6,14,0,0,0,0,0,0,0,0,0,0,0,84,2,1,Wisconsin,College Stats
3,78,WAS,Spencer Long,G,23,2019,0,0,3,20,15,67,0,0,0,0,0,0,0,0,0,0,0,,,,Nebraska,College Stats
3,79,BAL,Terrence Brooks,DB,22,2020,0,0,0,6,2,94,0,0,0,0,0,0,0,0,0,0,0,79,4,,Florida St.,College Stats
3,80,NYJ,Dexter McDougle,DB,23,2018,0,0,0,2,1,31,0,0,0,0,0,0,0,0,0,0,0,13,,,Maryland,College Stats
3,81,OAK,Gabe Jackson,G,23,2020,0,0,7,38,38,100,0,0,0,0,0,0,0,0,2,-5,0,,,,Mississippi St.,College Stats
3,82,CHI,Will Sutton,DT,22,2016,0,0,2,9,9,36,0,0,0,0,0,0,0,0,0,0,0,39,,,Arizona St.,College Stats
3,83,HOU,Louis Nix,DT,23,2015,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,Notre Dame,College Stats
3,84,ARI,Kareem Martin,DE,22,2020,0,0,2,12,9,78,0,0,0,0,0,0,0,0,0,0,0,66,1,5,North Carolina,College Stats
3,85,GNB,Khyri Thornton,DT,24,2017,0,0,0,4,0,23,0,0,0,0,0,0,0,0,0,0,0,20,,1,Southern Miss,College Stats
3,86,PHI,Josh Huff,WR,22,2016,0,0,0,6,6,37,0,1,0,0,0,5,22,0,51,523,4,4,,,Oregon,College Stats
3,87,KAN,Phillip Gaines,DB,23,2020,0,0,1,9,5,70,0,0,0,0,0,0,0,0,0,0,0,151,1,,Rice,College Stats
3,88,CIN,Will Clarke,DE,23,2018,0,0,0,4,2,53,0,0,0,0,0,0,0,0,0,0,0,27,,7,West Virginia,College Stats
3,89,SDG,Chris Watt,G,24,2015,0,0,0,4,4,17,0,0,0,0,0,0,0,0,0,0,0,,,,Notre Dame,College Stats
3,90,IND,Donte Moncrief,WR,21,2020,0,0,3,18,15,83,0,0,0,0,0,6,20,0,205,2576,21,1,,,Mississippi,College Stats
3,91,ARI,John Brown,WR,24,2020,0,0,4,37,18,96,1,1,28,1,0,13,47,0,320,4748,31,,,,Pittsburg St.,
3,92,CAR,Trai Turner,OL,21,2020,0,5,6,45,42,93,0,0,0,0,0,0,0,0,0,0,0,,,,LSU,College Stats
3,93,JAX,Brandon Linder,OL,22,2020,0,0,5,30,30,79,0,0,0,0,0,0,0,0,0,0,0,,,,Miami (FL),College Stats
3,94,CLE,Terrance West,RB,23,2017,0,0,2,12,4,43,0,0,0,0,0,465,1816,11,51,344,2,,,,Towson,
3,95,DEN,Michael Schofield,OL,23,2020,0,0,4,31,11,87,0,0,0,0,0,0,0,0,0,0,0,,,,Michigan,College Stats
3,96,MIN,Jerick McKinnon,RB,22,2020,0,0,1,24,22,74,0,1,0,0,0,555,2237,12,175,1237,6,3,,,Georgia Southern,
3,97,PIT,Dri Archer,WR,23,2015,0,0,0,0,0,20,0,0,0,0,0,10,40,0,7,23,0,,,,Kent St.,College Stats
3,98,GNB,Richard Rodgers,TE,22,2020,0,0,2,14,12,85,0,0,0,0,0,1,11,0,145,1518,15,,,,California,College Stats
3,99,BAL,Crockett Gillmore,TE,22,2016,0,0,1,4,4,32,0,0,0,0,0,0,0,0,51,604,6,,,,Colorado St.,College Stats
3,100,SFO,Brandon Thomas,OL,23,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Clemson,College Stats
4,101,PHI,Jaylen Watkins,DB,22,2020,0,0,0,3,1,53,0,0,0,0,0,0,0,0,0,0,0,75,,,Florida,College Stats
4,102,WAS,Bashaud Breeland,DB,22,2020,0,0,6,33,23,94,0,0,0,0,0,0,0,0,0,0,0,298,14,1,Clemson,College Stats
4,103,ATL,Devonta Freeman,RB,22,2020,0,2,4,44,43,82,0,0,0,0,0,1005,4144,33,264,2073,11,3,,,Florida St.,College Stats
4,104,NYJ,Jalen Saunders,WR,21,2014,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,7,0,1,,,Oklahoma,College Stats
4,105,NWE,Bryan Stork,C,23,2015,0,0,1,10,10,21,0,0,0,0,0,0,0,0,0,0,0,,,,Florida St.,College Stats
4,106,SFO,Bruce Ellington,WR,23,2018,0,0,0,7,2,44,0,1,0,0,0,11,54,1,79,769,5,2,,,South Carolina,College Stats
4,107,OAK,Justin Ellis,DT,23,2020,0,0,3,18,16,83,0,0,0,0,0,0,0,0,0,0,0,88,,0.5,Louisiana Tech,College Stats
4,108,SEA,Cassius Marsh,DE,22,2020,0,0,0,10,2,92,0,0,0,0,0,0,0,0,0,0,0,128,,14,UCLA,College Stats
4,109,BUF,Ross Cockrell,DB,23,2020,0,0,3,20,0,80,0,0,0,0,0,0,0,0,0,0,0,176,7,,Duke,College Stats
4,110,STL,Maurice Alexander,DB,23,2019,0,0,1,15,13,57,0,0,0,0,0,0,0,0,0,0,0,102,2,3,Utah St.,College Stats
4,111,CIN,Russell Bodine,C,22,2018,0,0,5,29,27,74,0,0,0,0,0,0,0,0,0,0,0,,,,North Carolina,College Stats
4,112,TEN,DaQuan Jones,DT,22,2020,0,0,6,39,39,99,0,0,0,0,0,0,0,0,0,0,0,136,,9,Penn St.,College Stats
4,113,NYG,Andre Williams,RB,22,2017,0,0,0,7,6,41,0,0,0,0,0,332,1090,8,19,137,0,2,,,Boston Col.,College Stats
4,114,JAX,Aaron Colvin,DB,22,2019,0,0,1,11,9,65,0,0,0,0,0,0,0,0,0,0,0,174,,5,Oklahoma,College Stats
4,115,NYJ,Shaquelle Evans,WR,23,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,UCLA,College Stats
4,116,OAK,Keith McGill,DB,25,2017,0,0,0,3,3,54,0,0,0,0,0,0,0,0,0,0,0,34,,,Utah,College Stats
4,117,CHI,Ka'Deem Carey,RB,21,2016,0,0,0,3,3,37,0,0,0,0,0,111,443,2,13,131,1,1,,,Arizona,College Stats
4,118,PIT,Martavis Bryant,WR,22,2018,0,0,1,19,17,44,0,0,0,0,0,17,94,1,145,2183,17,,,,Clemson,College Stats
4,119,DAL,Anthony Hitchens,LB,22,2020,0,0,6,39,22,104,0,0,0,0,0,0,0,0,0,0,0,369,1,5.5,Iowa,College Stats
4,120,ARI,Logan Thomas,QB,23,2020,0,0,1,7,0,58,3,11,124,1,0,3,5,0,107,987,8,9,,,Virginia Tech,College Stats
4,121,GNB,Carl Bradford,LB,22,2016,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,,,Arizona St.,College Stats
4,122,TEN,Marqueston Huff,DB,22,2016,0,0,0,3,3,41,0,0,0,0,0,0,0,0,0,0,0,25,1,1,Wyoming,College Stats
4,123,SEA,Kevin Norwood,WR,24,2015,0,0,0,1,1,10,0,0,0,0,0,0,0,0,9,102,0,1,,,Alabama,College Stats
4,124,KAN,De'Anthony Thomas,RB,21,2019,0,0,0,6,6,69,0,0,0,0,0,31,191,2,65,509,4,12,,,Oregon,College Stats
4,125,MIA,Walt Aikens,DB,23,2019,0,0,0,6,6,93,0,0,0,0,0,0,0,0,0,0,0,70,2,,Liberty,
4,126,NOR,Khairi Fortt,LB,22,2014,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,,,California,College Stats
4,127,CLE,Pierre Desir,DB,23,2020,0,0,3,15,2,73,0,0,0,0,0,0,0,0,0,0,0,200,8,,Lindenwood,
4,128,CAR,Tre Boston,DB,22,2020,0,0,4,30,20,104,0,0,0,0,0,0,0,0,0,0,0,313,15,3,North Carolina,College Stats
4,129,SFO,Dontae Johnson,DB,22,2020,0,0,1,10,10,87,0,0,0,0,0,0,0,0,0,0,0,155,2,1,North Carolina St.,College Stats
4,130,NWE,James White,RB,22,2020,0,0,0,35,35,92,1,1,35,0,0,309,1240,10,369,3184,25,,,,Wisconsin,College Stats
4,131,CHI,Brock Vereen,DB,22,2015,0,0,0,2,2,19,0,0,0,0,0,0,0,0,0,0,0,30,1,,Minnesota,College Stats
4,132,SEA,Kevin Pierre-Louis,LB,22,2020,0,0,1,14,2,84,0,0,0,0,0,0,0,0,0,0,0,125,1,2,Boston Col.,College Stats
4,133,DET,Nevin Lawson,DB,23,2020,0,0,4,24,19,88,0,0,0,0,0,0,0,0,0,0,0,239,,2,Utah St.,College Stats
4,134,BAL,Brent Urban,DT,23,2020,0,0,1,16,12,70,0,0,0,0,0,0,0,0,0,0,0,60,,6,Virginia,College Stats
4,135,HOU,Tom Savage,QB,24,2017,0,0,1,4,4,13,181,315,2000,5,7,16,8,0,0,0,0,,,,Pittsburgh,College Stats
4,136,DET,Larry Webster,DE,24,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,Bloomsburg,
4,137,NYJ,Dakota Dozier,OL,23,2020,0,0,1,14,3,70,0,0,0,0,0,0,0,0,0,0,0,1,,,Furman,
4,138,BAL,Lorenzo Taliaferro,RB,22,2016,0,0,0,3,3,19,0,0,0,0,0,82,339,5,16,153,0,4,,,Coastal Carolina,
4,139,ATL,Prince Shembo,LB,22,2014,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,0,0,33,,,Notre Dame,College Stats
4,140,NWE,Cameron Fleming,T,22,2020,0,0,1,23,13,91,0,0,0,0,0,0,0,0,0,0,0,,,,Stanford,College Stats
5,141,PHI,Taylor Hart,DE,23,2016,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,13,,,Oregon,College Stats
5,142,WAS,Ryan Grant,WR,23,2019,0,0,1,10,7,80,0,0,0,0,0,0,0,0,123,1333,7,2,,,Tulane,College Stats
5,143,TAM,Kadeem Edwards,OL,23,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Tennessee St.,
5,144,JAX,Telvin Smith,LB,23,2018,0,1,5,46,46,76,0,0,0,0,0,0,0,0,0,0,0,446,9,7.5,Florida St.,College Stats
5,145,MIN,David Yankey,OL,22,2016,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,,,,Stanford,College Stats
5,146,DAL,Devin Street,WR,23,2016,0,0,0,1,1,36,0,0,0,0,0,0,0,0,10,152,1,,,,Pittsburgh,College Stats
5,147,ATL,Ricardo Allen,DB,22,2020,0,0,5,24,24,77,0,0,0,0,0,0,0,0,0,0,0,245,11,1,Purdue,College Stats
5,148,CAR,Bene Benwikere,DB,23,2018,0,0,1,9,5,54,0,0,0,0,0,0,0,0,0,0,0,119,3,1.5,San Jose St.,College Stats
5,149,TAM,Kevin Pamphile,T,23,2018,0,0,2,17,16,56,0,0,0,0,0,0,0,0,0,0,0,,,,Purdue,
5,150,SFO,Aaron Lynch,DE,21,2020,0,0,1,13,9,81,0,0,0,0,0,0,0,0,0,0,0,86,1,21,South Florida,College Stats
5,151,TEN,Avery Williamson,LB,22,2020,0,0,5,39,25,94,0,0,0,0,0,0,0,0,0,0,0,392,4,15.5,Kentucky,College Stats
5,152,NYG,Nat Berhe,DB,23,2018,0,0,0,2,2,42,0,0,0,0,0,1,2,0,0,0,0,38,,1,San Diego St.,College Stats
5,153,BUF,Cyril Richardson,G,23,2014,0,0,0,2,2,12,0,0,0,0,0,0,0,0,0,0,0,,,,Baylor,College Stats
5,154,NYJ,Jeremiah George,LB,22,2017,0,0,0,3,,37,0,0,0,0,0,0,0,0,0,0,0,27,,0.5,Iowa St.,College Stats
5,155,MIA,Arthur Lynch,TE,24,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia,College Stats
5,156,DEN,Lamin Barrow,LB,23,2015,0,0,0,2,1,32,0,0,0,0,0,0,0,0,0,0,0,10,,,LSU,College Stats
5,157,PIT,Shaquille Richardson,DB,22,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Arizona,College Stats
5,158,DET,Caraun Reid,DT,22,2020,0,0,1,8,6,54,0,0,0,0,0,0,0,0,0,0,0,38,,3.5,Princeton,
5,159,JAX,Chris Smith,DE,22,2020,0,0,0,7,2,68,0,0,0,0,0,0,0,0,0,0,0,50,,9.5,Arkansas,College Stats
5,160,ARI,Ed Stinson,DE,24,2017,0,0,0,4,4,33,0,0,0,0,0,0,0,0,0,0,0,22,,1,Alabama,College Stats
5,161,GNB,Corey Linsley,C,23,2020,1,0,7,48,48,99,0,0,0,0,0,0,0,0,0,0,0,,,,Ohio St.,College Stats
5,162,PHI,Ed Reynolds,DB,22,2016,0,0,1,4,1,16,0,0,0,0,0,0,0,0,0,0,0,46,1,1,Stanford,College Stats
5,163,KAN,Aaron Murray,QB,23,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia,College Stats
5,164,CIN,A.J. McCarron,QB,23,2020,0,0,0,4,3,17,109,174,1173,6,3,22,68,1,0,0,0,,,,Alabama,College Stats
5,165,SDG,Ryan Carrethers,DT,23,2016,0,0,0,3,3,24,0,0,0,0,0,0,0,0,0,0,0,29,,,Arkansas St.,College Stats
5,166,IND,Jonathan Newsome,LB,23,2015,0,0,0,4,4,30,0,0,0,0,0,0,0,0,0,0,0,31,,7.5,Ball St.,College Stats
5,167,NOR,Vinnie Sunseri,DB,22,2016,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,7,,,Alabama,College Stats
5,168,ATL,Marquis Spruill,LB,23,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Syracuse,College Stats
5,169,NOR,Ronald Powell,LB,23,2014,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,1,,,Florida,College Stats
5,170,SFO,Keith Reaser,DB,23,2017,0,0,0,1,1,30,0,0,0,0,0,0,0,0,0,0,0,34,,1,Florida Atlantic,College Stats
5,171,MIA,Jordan Tripp,LB,23,2017,0,0,0,2,1,37,0,0,0,0,0,0,0,0,0,0,0,14,,,Montana,
5,172,SEA,Jimmy Staten,DT,23,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Middle Tenn. St.,
5,173,PIT,Wesley Johnson,OL,23,2018,0,0,1,12,0,53,0,0,0,0,0,0,0,0,1,-5,0,,,,Vanderbilt,College Stats
5,174,NYG,Devon Kennard,DE,23,2020,0,0,5,33,16,96,0,0,0,0,0,0,0,0,0,0,0,227,1,26.5,USC,College Stats
5,175,BAL,John Urschel,G,23,2016,0,0,0,5,5,40,0,0,0,0,0,0,0,0,0,0,0,1,,,Penn St.,College Stats
5,176,GNB,Jared Abbrederis,WR,23,2017,0,0,0,1,1,22,0,0,0,0,0,0,0,0,13,163,0,1,,,Wisconsin,College Stats
6,177,HOU,Jeoffrey Pagan,DE,21,2015,0,0,0,1,1,22,0,0,0,0,0,0,0,0,0,0,0,5,,,Alabama,College Stats
6,178,TEN,Zach Mettenberger,QB,23,2015,0,0,1,1,1,14,208,345,2347,12,14,14,12,1,0,0,0,,,,LSU,College Stats
6,179,NWE,Jon Halapio,OL,23,2019,0,0,2,10,,27,0,0,0,0,0,0,0,0,0,0,0,,,,Florida,College Stats
6,180,SFO,Kenneth Acker,DB,22,2017,0,0,1,6,5,40,0,0,0,0,0,0,0,0,0,0,0,92,4,,SMU,College Stats
6,181,HOU,Alfred Blue,RB,23,2018,0,0,1,18,18,73,0,0,0,0,0,673,2407,8,69,470,2,17,,,LSU,College Stats
6,182,MIN,Antone Exum,DB,23,2019,0,0,0,6,3,50,0,0,0,0,0,0,0,0,0,0,0,54,1,1,Virginia Tech,College Stats
6,183,CHI,David Fales,QB,23,2019,0,0,0,1,0,5,31,48,287,1,1,5,8,1,0,0,0,,,,San Jose St.,College Stats
6,184,MIN,Kendall James,DB,23,2014,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,Maine,
6,185,TAM,Robert Herron,WR,22,2014,0,0,0,0,0,8,0,0,0,0,0,1,0,0,6,58,1,1,,,Wyoming,College Stats
6,186,WAS,Lache Seastrunk,RB,23,2014,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,Baylor,College Stats
