,,,,,,,Misc,,,Approx Val,,,Passing,,,,,Rushing,,,Receiving,,,,,,,
2,39,CHI,Eddie Goldman,DT,21,2019,0,0,4,30,30,67,0,0,0,0,0,0,0,0,0,0,0,102,,12.5,Florida St.,College Stats
2,40,TEN,Dorial Green-Beckham,WR,22,2016,0,0,0,7,4,31,0,0,0,0,0,0,0,0,68,941,6,,,,Oklahoma,College Stats
2,41,CAR,Devin Funchess,TE,21,2019,0,0,2,20,20,62,0,0,0,0,0,0,0,0,164,2265,21,,,,Michigan,College Stats
2,42,ATL,Jalen Collins,CB,22,2016,0,0,0,4,4,24,0,0,0,0,0,0,0,0,0,0,0,45,2,,LSU,College Stats
2,43,HOU,Benardrick McKinney,ILB,22,2020,0,1,5,44,44,80,0,0,0,0,0,0,0,0,0,0,0,314,1,11.5,Mississippi St.,College Stats
2,44,NOR,Hau'oli Kikaha,OLB,23,2017,0,0,1,5,5,27,0,0,0,0,0,0,0,0,0,0,0,39,,8,Washington,College Stats
2,45,MIN,Eric Kendricks,ILB,23,2020,1,1,6,48,48,85,0,0,0,0,0,0,0,0,0,0,0,411,7,9,UCLA,College Stats
2,46,SFO,Jaquiski Tartt,S,23,2020,0,0,3,18,18,66,0,0,0,0,0,0,0,0,0,0,0,223,4,4,Samford,
2,47,PHI,Eric Rowe,CB,22,2020,0,0,2,17,2,69,0,0,0,0,0,0,0,0,0,0,0,187,5,,Utah,College Stats
2,48,SDG,Denzel Perryman,ILB,22,2020,0,0,4,24,24,69,0,0,0,0,0,0,0,0,0,0,0,250,3,5,Miami (FL),College Stats
2,49,KAN,Mitch Morse,G,23,2020,0,0,5,36,23,79,0,0,0,0,0,0,0,0,0,0,0,,,,Missouri,College Stats
2,50,BUF,Ronald Darby,CB,21,2020,0,0,6,28,11,73,0,0,0,0,0,0,0,0,0,0,0,267,8,,Florida St.,College Stats
2,51,CLE,Nate Orchard,DE,22,2020,0,0,1,10,9,46,0,0,0,0,0,0,0,0,0,0,0,51,1,6,Utah,College Stats
2,52,MIA,Jordan Phillips,NT,22,2020,0,0,3,26,12,85,0,0,0,0,0,0,0,0,0,0,0,87,1,17,Oklahoma,College Stats
2,53,CIN,Jake Fisher,T,22,2018,0,0,0,6,6,48,0,0,0,0,0,0,0,0,2,43,0,,,,Oregon,College Stats
2,54,DET,Ameer Abdullah,RB,22,2020,0,0,2,13,11,74,0,0,0,0,0,358,1408,6,81,576,6,9,,,Nebraska,College Stats
2,55,BAL,Maxx Williams,TE,21,2020,0,0,1,6,4,67,0,0,0,0,0,5,14,0,86,801,5,7,,,Minnesota,College Stats
2,56,PIT,Senquez Golson,CB,22,,0,0,0,,,,,,,,,,,,,,,,,,Mississippi,College Stats
2,57,STL,Rob Havenstein,T,23,2020,0,0,6,39,39,84,0,0,0,0,0,0,0,0,0,0,0,,,,Wisconsin,College Stats
2,58,ARI,Markus Golden,DE,24,2020,0,0,2,22,14,78,0,0,0,0,0,0,0,0,0,0,0,151,1,33.5,Missouri,College Stats
2,59,DEN,Ty Sambrailo,T,23,2020,0,0,0,10,1,67,0,0,0,0,0,0,0,0,1,35,1,,,,Colorado St.,College Stats
2,60,DAL,Randy Gregory,OLB,22,2020,0,0,0,5,5,38,0,0,0,0,0,0,0,0,0,0,0,49,,10.5,Nebraska,College Stats
2,61,TAM,Ali Marpet,C,22,2020,0,0,6,39,39,85,0,0,0,0,0,0,0,0,0,0,0,,,,Hobart,
2,62,GNB,Quinten Rollins,CB,23,2017,0,0,0,8,8,33,0,0,0,0,0,0,0,0,0,0,0,76,3,1,Miami (OH),College Stats
2,63,SEA,Frank Clark,DE,22,2020,0,2,4,38,21,91,0,0,0,0,0,0,0,0,0,0,0,140,2,49,Michigan,College Stats
2,64,NWE,Jordan Richards,S,22,2020,0,0,1,8,4,84,0,0,0,0,0,0,0,0,0,0,0,77,,,Stanford,College Stats
3,65,IND,D'Joun Smith,CB,22,2016,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,,,Florida Atlantic,College Stats
3,66,TEN,Jeremiah Poutasi,G,21,2016,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,,,,Utah,College Stats
3,67,JAX,A.J. Cann,G,23,2020,0,0,6,35,35,91,0,0,0,0,0,0,0,0,0,0,0,,,,South Carolina,College Stats
3,68,OAK,Clive Walford,TE,23,2019,0,0,1,7,7,52,0,0,0,0,0,0,4,0,74,825,6,,,,Miami (FL),College Stats
3,69,SEA,Tyler Lockett,WR,22,2020,1,1,6,45,45,95,0,0,0,0,0,38,256,1,376,4892,37,1,,,Kansas St.,College Stats
3,70,HOU,Jaelen Strong,WR,21,2017,0,0,0,2,2,20,0,0,0,0,0,0,0,0,31,330,4,,,,Arizona St.,College Stats
3,71,CHI,Hroniss Grasu,C,24,2020,0,0,1,9,6,27,0,0,0,0,0,0,0,0,0,2,0,,,,Oregon,College Stats
3,72,STL,Jamon Brown,T,22,2020,0,0,3,18,10,62,0,0,0,0,0,0,0,0,0,0,0,,,,Louisville,College Stats
3,73,ATL,Tevin Coleman,RB,22,2020,0,0,2,31,25,78,0,0,0,0,0,693,2937,24,117,1224,12,1,,,Indiana,College Stats
3,74,NYG,Owamagbe Odighizuwa,DE,23,2016,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,4,,,UCLA,College Stats
3,75,NOR,Garrett Grayson,QB,24,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Colorado St.,College Stats
3,76,KAN,Chris Conley,WR,22,2020,0,0,3,20,11,84,0,0,0,0,0,0,0,0,191,2484,13,4,,,Georgia,College Stats
3,77,CLE,Duke Johnson,RB,21,2020,0,0,0,27,18,91,0,1,0,0,0,459,1931,8,307,2829,12,2,,,Miami (FL),College Stats
3,78,NOR,P.J. Williams,CB,22,2020,0,0,2,10,10,62,0,0,0,0,0,0,0,0,0,0,0,148,5,2,Florida St.,College Stats
3,79,SFO,Eli Harold,OLB,21,2018,0,0,2,12,12,61,0,0,0,0,0,0,0,0,0,0,0,65,,9,Virginia,College Stats
3,80,DET,Alex Carter,CB,20,2018,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Stanford,College Stats
3,81,BUF,John Miller,G,22,2020,0,0,5,30,19,74,0,0,0,0,0,0,0,0,0,0,0,,,,Louisville,College Stats
3,82,NYJ,Lorenzo Mauldin,OLB,22,2016,0,0,0,2,2,26,0,0,0,0,0,0,0,0,0,0,0,20,1,6.5,Louisville,College Stats
3,83,SDG,Craig Mager,CB,23,2018,0,0,0,5,5,24,0,0,0,0,0,0,0,0,0,0,0,29,1,,Texas St.,College Stats
3,84,PHI,Jordan Hicks,OLB,23,2020,0,0,5,36,21,75,0,0,0,0,0,0,0,0,0,0,0,352,11,6.5,Texas,College Stats
3,85,CIN,Tyler Kroft,TE,22,2020,0,0,2,7,5,72,0,0,0,0,0,0,0,0,85,851,12,11,,,Rutgers,College Stats
3,86,ARI,David Johnson,RB,23,2020,1,1,3,40,33,74,0,0,0,0,0,928,3819,39,241,2533,17,2,,,Northern Iowa,
3,87,PIT,Sammie Coates,WR,22,2018,0,0,0,4,4,44,0,0,0,0,0,4,14,0,29,528,2,8,,,Auburn,College Stats
3,88,MIN,Danielle Hunter,DE,20,2019,0,2,3,39,39,78,0,0,0,0,0,0,0,0,0,0,0,193,,54.5,LSU,College Stats
3,89,STL,Sean Mannion,QB,23,2019,0,0,0,1,1,13,45,74,384,0,3,23,-17,0,0,0,0,,,,Oregon St.,College Stats
3,90,BAL,Carl Davis,DT,23,2020,0,0,1,8,7,39,0,0,0,0,0,0,0,0,0,0,0,20,,0.5,Iowa,College Stats
3,91,DAL,Chaz Green,T,23,2020,0,0,0,6,3,37,0,0,0,0,0,0,0,0,0,0,0,,,,Florida,College Stats
3,92,DEN,Jeff Heuerman,TE,22,2019,0,0,3,5,5,51,0,0,0,0,0,0,0,0,63,678,5,,,,Ohio St.,College Stats
3,93,IND,Henry Anderson,DE,24,2020,0,0,3,22,7,74,0,0,0,0,0,0,0,0,0,0,0,98,,11.5,Stanford,College Stats
3,94,GNB,Ty Montgomery,WR,22,2020,0,0,1,16,13,64,0,0,0,0,0,243,1136,7,123,1009,3,2,,,Stanford,College Stats
3,95,WAS,Matt Jones,RB,22,2017,0,0,0,10,10,25,0,0,0,0,0,248,964,6,27,377,1,,,,Florida,College Stats
3,96,CLE,Xavier Cooper,DT,23,2017,0,0,0,2,1,40,0,0,0,0,0,0,0,0,0,0,0,29,,3,Washington St.,College Stats
3,97,NWE,Geneo Grissom,DE,23,2018,0,0,0,2,2,37,0,0,0,0,0,0,0,0,0,0,0,7,,1,Oklahoma,College Stats
3,98,KAN,Steven Nelson,CB,22,2020,0,0,4,24,12,82,0,0,0,0,0,0,0,0,0,0,0,253,7,,Oregon St.,College Stats
3,99,CIN,Paul Dawson,ILB,22,2017,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,10,,,TCU,College Stats
4,100,TEN,Angelo Blackson,DT,22,2020,0,0,1,16,1,85,0,0,0,0,0,0,0,0,0,0,0,64,,6,Auburn,College Stats
4,101,NWE,Trey Flowers,DE,22,2020,0,0,3,33,26,68,0,0,0,0,0,0,0,0,0,0,0,145,,30,Arkansas,College Stats
4,102,CAR,Daryl Williams,G,23,2020,0,0,4,34,25,72,0,0,0,0,0,0,0,0,0,0,0,,,,Oklahoma,College Stats
4,103,NYJ,Bryce Petty,QB,24,2017,0,0,0,4,4,10,130,245,1353,4,10,12,74,0,0,0,0,,,,Baylor,College Stats
4,104,JAX,James Sample,S,23,2015,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,8,,,Louisville,College Stats
4,105,WAS,Jamison Crowder,WR,22,2020,0,0,3,29,20,84,1,2,43,1,0,17,82,0,358,4160,26,1,,,Duke,College Stats
4,106,CHI,Jeremy Langford,RB,23,2018,0,0,0,8,8,29,0,0,0,0,0,219,762,10,41,421,1,2,,,Michigan St.,College Stats
4,107,ATL,Justin Hardy,WR,23,2019,0,0,0,8,8,73,0,0,0,0,0,0,0,0,95,946,9,5,,,East Carolina,College Stats
4,108,TEN,Jalston Fowler,FB,25,2017,0,0,1,0,0,42,0,0,0,0,0,10,20,2,6,58,1,6,,,Alabama,College Stats
4,109,IND,Clayton Geathers,S,23,2019,0,0,3,14,14,56,0,0,0,0,0,0,0,0,0,0,0,183,1,,Central Florida,College Stats
4,110,MIN,T.J. Clemmings,T,23,2018,0,0,2,17,16,41,0,0,0,0,0,0,0,0,0,0,0,,,,Pittsburgh,College Stats
4,111,NWE,Tre' Jackson,G,22,2015,0,0,1,5,5,13,0,0,0,0,0,0,0,0,0,0,0,,,,Florida St.,College Stats
4,112,WAS,Arie Kouandjio,G,23,2017,0,0,0,3,3,16,0,0,0,0,0,0,0,0,0,0,0,,,,Alabama,College Stats
4,113,DET,Gabe Wright,DT,23,2018,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,9,,,Auburn,College Stats
4,114,MIA,Jamil Douglas,G,23,2020,0,0,0,6,3,46,0,0,0,0,0,0,0,0,0,0,0,1,,,Arizona St.,College Stats
4,115,CLE,Ibraheim Campbell,S,23,2020,0,0,1,6,5,58,0,0,0,0,0,0,0,0,0,0,0,85,,,Northwestern,College Stats
4,116,ARI,Rodney Gunter,DT,23,2019,0,0,3,17,17,77,0,0,0,0,0,0,0,0,0,0,0,86,,11,Delaware St.,
4,117,SFO,Blake Bell,TE,24,2020,0,0,1,4,2,81,0,0,0,0,0,1,2,0,49,534,0,7,,,Oklahoma,College Stats
4,118,KAN,Ramik Wilson,ILB,23,2019,0,0,1,16,14,46,0,0,0,0,0,0,0,0,0,0,0,114,1,,Georgia,College Stats
4,119,STL,Andrew Donnal,T,23,2019,0,0,0,1,1,31,0,0,0,0,0,0,0,0,0,0,0,,,,Iowa,College Stats
4,120,CIN,Josh Shaw,CB,23,2018,0,0,0,8,8,55,0,0,0,0,0,0,0,0,0,0,0,95,1,,USC,College Stats
4,121,PIT,Doran Grant,CB,22,2015,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Ohio St.,College Stats
4,122,BAL,Za'Darius Smith,DE,22,2020,0,2,2,35,10,90,0,0,0,0,0,0,0,0,0,0,0,147,,44.5,Kentucky,College Stats
4,123,CLE,Vince Mayle,WR,24,2017,0,0,0,0,,23,0,0,0,0,0,2,2,1,0,0,0,9,,,Washington St.,College Stats
4,124,TAM,Kwon Alexander,OLB,21,2020,0,1,4,33,23,66,0,0,0,0,0,0,0,0,0,0,0,332,7,8.5,LSU,College Stats
4,125,BAL,Javorius Allen,RB,24,2019,0,0,0,14,14,64,0,0,0,0,0,350,1285,9,130,823,6,11,,,USC,College Stats
4,126,SFO,Mike Davis,RB,22,2020,0,0,2,16,1,62,0,0,0,0,0,412,1531,11,125,803,3,2,,,South Carolina,College Stats
4,127,DAL,Damien Wilson,ILB,22,2020,0,0,4,25,12,93,0,0,0,0,0,0,0,0,0,0,0,184,,4,Minnesota,College Stats
4,128,OAK,Jon Feliciano,G,23,2020,0,0,1,15,4,73,0,0,0,0,0,0,0,0,0,0,0,,,,Miami (FL),College Stats
4,129,GNB,Jake Ryan,OLB,23,2019,0,0,2,15,15,45,0,0,0,0,0,0,0,0,0,0,0,144,,1,Michigan,College Stats
4,130,SEA,Terry Poole,G,23,,0,0,0,,,,,,,,,,,,,,,,,,San Diego St.,College Stats
4,131,NWE,Shaq Mason,C,22,2020,0,0,6,39,39,88,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia Tech,College Stats
4,132,SFO,DeAndre Smelter,WR,23,2016,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,23,0,,,,Georgia Tech,
4,133,DEN,Max Garcia,C,23,2020,0,0,2,19,17,78,0,0,0,0,0,0,0,0,0,0,0,,,,Florida,College Stats
4,134,SEA,Mark Glowinski,G,23,2020,0,0,4,28,9,79,0,0,0,0,0,0,0,0,0,0,0,,,,West Virginia,College Stats
4,135,CIN,Marcus Hardison,DE,23,,0,0,0,,,,,,,,,,,,,,,,,,Arizona St.,College Stats
4,136,BAL,Tray Walker,CB,23,2015,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,,,Texas Southern,
5,137,ATL,Grady Jarrett,NT,22,2020,0,2,5,42,42,93,0,0,0,0,0,0,0,0,0,0,0,160,,25.5,Clemson,College Stats
5,138,TEN,David Cobb,RB,22,2015,0,0,0,1,1,7,0,0,0,0,0,52,146,1,1,-2,0,,,,Minnesota,College Stats
5,139,JAX,Rashad Greene,WR,22,2018,0,0,0,2,2,25,0,0,0,0,0,0,0,0,30,185,2,,,,Florida St.,College Stats
5,140,OAK,Ben Heeney,ILB,23,2017,0,0,0,2,2,24,0,0,0,0,0,0,0,0,0,0,0,44,,2.5,Kansas,College Stats
5,141,WAS,Martrell Spaight,OLB,22,2018,0,0,0,4,4,37,0,0,0,0,0,0,0,0,0,0,0,68,1,,Arkansas,College Stats
5,142,CHI,Adrian Amos,S,22,2020,0,0,6,30,19,92,0,0,0,0,0,0,0,0,0,0,0,368,7,5,Penn St.,College Stats
5,143,MIN,MyCole Pruitt,TE,23,2020,0,0,1,4,1,63,0,0,0,0,0,0,0,0,32,343,4,4,,,Southern Illinois,
5,144,NYG,Mykkele Thompson,S,22,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Texas,
5,145,MIA,Bobby McCain,CB,22,2020,0,0,4,20,20,87,0,0,0,0,0,0,0,0,0,0,0,200,7,4,Memphis,College Stats
5,146,MIN,Stefon Diggs,WR,21,2020,1,1,6,53,38,86,0,1,0,0,0,30,160,0,492,6158,38,,,,Maryland,College Stats
5,147,GNB,Brett Hundley,QB,22,2019,0,0,1,5,5,18,199,337,1902,9,13,46,309,2,1,10,0,,,,UCLA,College Stats
5,148,NOR,Davis Tull,OLB,23,,0,0,0,,,,,,,,,,,,,,,,,,Chattanooga,
5,149,MIA,Jay Ajayi,RB,22,2019,0,1,2,19,14,45,0,0,0,0,0,572,2546,13,63,419,1,,,,Boise St.,College Stats
5,150,MIA,Cedric Thompson,S,22,,0,0,0,,,,,,,,,,,,,,,,,,Minnesota,
5,151,IND,David Parry,NT,23,2018,0,0,2,16,16,36,0,0,0,0,0,0,0,0,0,0,0,52,,5,Stanford,College Stats
5,152,NYJ,Jarvis Harrison,G,23,,0,0,0,,,,,,,,,,,,,,,,,,Texas A&M,College Stats
5,153,SDG,Kyle Emanuel,OLB,24,2020,0,0,2,18,18,71,0,0,0,0,0,0,0,0,0,0,0,95,2,4,North Dakota St.,
5,154,NOR,Tyeler Davison,DT,23,2020,0,0,5,30,19,93,0,0,0,0,0,0,0,0,0,0,0,90,,5,Fresno St.,College Stats
5,155,BUF,Karlos Williams,RB,22,2015,0,0,0,4,4,11,0,0,0,0,0,93,517,7,11,96,2,,,,Florida St.,College Stats
5,156,MIA,Tony Lippett,WR,23,2018,0,0,1,6,6,28,0,0,0,0,0,0,0,0,0,0,0,58,4,,Michigan St.,College Stats
5,157,CIN,C.J. Uzomah,TE,22,2020,0,0,2,9,9,63,0,0,0,0,0,0,0,0,114,1098,8,10,,,Auburn,College Stats
5,158,ARI,Shaquille Riddick,DE,22,,0,0,0,,,,,,,,,,,,,,,,,,West Virginia,College Stats
5,159,ARI,JJ Nelson,WR,23,2019,0,0,0,12,12,58,0,0,0,0,0,12,120,1,85,1475,11,1,,,Ala-Birmingham,
5,160,PIT,Jesse James,TE,21,2020,0,0,3,11,10,88,0,0,0,0,0,0,0,0,150,1460,11,,,,Penn St.,College Stats
5,161,OAK,Neiron Ball,OLB,23,2015,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,7,,1,Florida,College Stats
5,162,TAM,Kenny Bell,WR,23,,0,0,0,,,,,,,,,,,,,,,,,,Nebraska,College Stats
5,163,DAL,Ryan Russell,DE,23,2017,0,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,17,,3,Purdue,College Stats
5,164,DEN,Lorenzo Doss,CB,21,2018,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,6,,,Tulane,College Stats
5,165,SFO,Bradley Pinion,P,21,2020,0,0,0,9,5,96,0,0,0,0,0,0,0,0,0,0,0,5,,,Clemson,College Stats
5,166,NWE,Joe Cardona,LS,23,2020,0,0,0,5,5,96,0,0,0,0,0,0,0,0,0,0,0,7,,,Navy,College Stats
5,167,NOR,Damian Swann,CB,22,2015,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,20,,,Georgia,College Stats
5,168,DET,Michael Burton,FB,23,2020,0,0,0,0,0,80,0,0,0,0,0,15,29,0,13,81,1,7,,,Rutgers,College Stats
5,169,CAR,David Mayo,LB,22,2020,0,0,1,11,4,86,0,0,0,0,0,0,0,0,0,0,0,109,,2,Texas St.,College Stats
5,170,SEA,Tye Smith,CB,22,2020,0,0,0,3,0,40,0,0,0,0,0,0,0,0,0,0,0,44,1,,Towson,
5,171,BAL,Nick Boyle,TE,22,2020,0,0,3,9,9,73,0,0,0,0,0,0,0,0,120,1047,4,3,,,Delaware,
5,172,KAN,D.J. Alexander,OLB,23,2019,0,1,0,3,1,61,0,0,0,0,0,0,0,0,0,0,0,43,,,Oregon St.,College Stats
5,173,KAN,James O'Shaughnessy,TE,23,2020,0,0,3,6,1,73,0,0,0,0,0,0,0,0,88,864,3,10,,,Illinois St.,
5,174,CAR,Cameron Artis-Payne,RB,25,2018,0,0,0,5,5,32,0,0,0,0,0,118,491,5,10,86,0,2,,,Auburn,College Stats
5,175,HOU,Keith Mumphery,WR,23,2016,0,0,0,2,2,27,0,0,0,0,0,0,0,0,24,198,0,5,,,Michigan St.,College Stats
5,176,BAL,Robert Myers,G,23,,0,0,0,,,,,,,,,,,,,,,,,,Tennessee St.,
6,177,TEN,Deiontrez Mount,OLB,22,2017,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,6,1,,Louisville,College Stats
6,178,NWE,Matthew Wells,LB,24,,0,0,0,,,,,,,,,,,,,,,,,,Mississippi St.,
6,179,OAK,Max Valles,OLB,21,,0,0,0,,,,,,,,,,,,,,,,,,Virginia,College Stats
6,180,JAX,Michael Bennett,DT,22,2018,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,12,,0.5,Ohio St.,College Stats
6,181,WAS,Kyshoen Jarrett,S,22,2015,0,0,0,3,3,16,0,0,0,0,0,0,0,0,0,0,0,39,,,Virginia Tech,College Stats
6,182,WAS,Tevin Mitchel,CB,23,,0,0,0,,,,,,,,,,,,,,,,,,Arkansas,
6,183,CHI,Tayo Fabuluje,T,24,2015,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,TCU,College Stats
6,184,TAM,Kaelin Clay,WR,23,2018,0,0,0,3,,22,0,0,0,0,0,3,27,0,6,85,0,1,,,Utah,College Stats
6,185,MIN,Tyrus Thompson,T,23,,0,0,0,,,,,,,,,,,,,,,,,,Oklahoma,College Stats
6,186,NYG,Geremy Davis,WR,23,2019,0,0,0,0,0,36,0,0,0,0,0,0,0,0,5,59,0,11,,,Connecticut,College Stats
6,187,WAS,Evan Spencer,WR,22,2015,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,1,,,Ohio St.,College Stats
6,188,BUF,Tony Steward,OLB,22,2015,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,1,,,Clemson,College Stats
6,189,CLE,Charles Gaines,CB,22,2015,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,15,,,Louisville,College Stats
6,190,SFO,Ian Silberman,G,22,2018,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Boston Col.,
6,191,PHI,JaCorey Shepherd,CB,22,2016,0,0,0,0,,11,0,0,0,0,0,0,0,0,0,0,0,1,,,Kansas,College Stats
