,,,,,,,Misc,,,Approx Val,,,Passing,,,,,Rushing,,,Receiving,,,,,,,
3,81,DAL,Michael Gallup,WR,22,2020,0,0,3,18,18,46,0,0,0,0,0,0,0,0,158,2457,13,,,,Colorado St.,College Stats
3,82,DET,Tracy Walker,S,23,2020,0,0,1,7,7,44,0,0,0,0,0,0,0,0,0,0,0,164,2,1,Louisiana,College Stats
3,83,BAL,Orlando Brown Jr.,T,22,2020,0,2,3,29,29,48,0,0,0,0,0,0,0,0,0,0,0,,,,Oklahoma,College Stats
3,84,LAC,Justin Jones,DT,22,2020,0,0,2,12,12,40,0,0,0,0,0,0,0,0,0,0,0,44,,1.5,North Carolina St.,College Stats
3,85,CAR,Rashaan Gaulden,CB,23,2020,0,0,0,1,1,27,0,0,0,0,0,0,0,0,0,0,0,14,,,Tennessee,College Stats
3,86,BAL,Mark Andrews,TE,23,2020,0,1,0,23,23,45,0,0,0,0,0,0,0,0,156,2105,20,,,,Oklahoma,College Stats
3,87,OAK,Arden Key,DE,22,2020,0,0,1,6,6,37,0,0,0,0,0,0,0,0,0,0,0,34,,3,LSU,College Stats
3,88,GNB,Oren Burks,ILB,23,2020,0,0,0,5,5,42,0,0,0,0,0,0,0,0,0,0,0,39,,,Vanderbilt,College Stats
3,89,LAR,Joseph Noteboom,T,23,2020,0,0,0,9,9,32,0,0,0,0,0,0,0,0,0,0,0,,,,TCU,College Stats
3,90,ATL,Deadrin Senat,DT,24,2020,0,0,0,3,3,22,0,0,0,0,0,0,0,0,0,0,0,17,,,South Florida,College Stats
3,91,NOR,Tre'Quan Smith,WR,22,2020,0,0,3,11,11,40,0,0,0,0,0,1,3,0,80,1109,14,,,,Central Florida,College Stats
3,92,PIT,Chukwuma Okorafor,T,21,2020,0,0,1,9,9,30,0,0,0,0,0,0,0,0,0,0,0,,,,Western Michigan,College Stats
3,93,JAX,Ronnie Harrison,S,21,2020,0,0,2,12,9,39,0,0,0,0,0,0,0,0,0,0,0,92,4,4,Alabama,College Stats
3,94,TAM,Alex Cappa,T,23,2020,0,0,2,18,18,35,0,0,0,0,0,0,0,0,0,0,0,,,,Humboldt St.,
3,95,SFO,Tarvarius Moore,S,22,2020,0,0,1,7,7,48,0,0,0,0,0,0,0,0,0,0,0,73,,,Southern Miss,College Stats
3,96,BUF,Harrison Phillips,DT,22,2020,0,0,0,4,4,31,0,0,0,0,0,0,0,0,0,0,0,32,,0.5,Stanford,College Stats
3,97,ARI,Mason Cole,C,22,2020,0,0,2,13,13,46,0,0,0,0,0,0,0,0,0,0,0,,,,Michigan,College Stats
3,98,HOU,Jordan Akins,TE,26,2020,0,0,1,9,9,45,0,0,0,0,0,1,4,0,90,1046,3,,,,Central Florida,College Stats
3,99,DEN,Isaac Yiadom,CB,22,2020,0,0,2,9,5,45,0,0,0,0,0,0,0,0,0,0,0,78,1,0.5,Boston Col.,College Stats
3,100,KAN,Dorian O'Daniel,OLB,24,2020,0,0,0,4,4,41,0,0,0,0,0,0,0,0,0,0,0,33,,1,Clemson,College Stats
4,101,CAR,Ian Thomas,TE,22,2020,0,0,0,5,5,48,0,0,0,0,0,0,0,0,72,614,4,1,,,Indiana,College Stats
4,102,MIN,Jalyn Holmes,DE,22,2020,0,0,0,5,5,25,0,0,0,0,0,0,0,0,0,0,0,21,,1,Ohio St.,College Stats
4,103,HOU,Keke Coutee,WR,21,2020,0,0,0,7,7,23,0,0,0,0,0,5,14,1,83,941,4,,,,Texas Tech,College Stats
4,104,IND,Nyheim Hines,RB,21,2020,0,0,0,17,17,48,0,0,0,0,0,226,893,7,170,1227,6,1,,,North Carolina St.,College Stats
4,105,CLE,Antonio Callaway,WR,21,2020,0,0,1,5,5,25,0,0,0,0,0,2,7,0,53,695,5,,,,Florida,College Stats
4,106,DEN,Josey Jewell,ILB,23,2020,0,0,2,15,15,47,0,0,0,0,0,0,0,0,0,0,0,126,,3.5,Iowa,College Stats
4,107,NYJ,Chris Herndon,TE,22,2020,0,0,2,6,6,33,0,0,0,0,0,0,0,0,71,796,7,,,,Miami (FL),College Stats
4,108,NYG,Kyle Lauletta,QB,23,2018,0,0,0,0,0,2,0,5,0,0,1,1,-2,0,0,0,0,,,,Richmond,
4,109,WAS,Troy Apke,S,23,2020,0,0,1,5,5,33,0,0,0,0,0,0,0,0,0,0,0,44,1,,Penn St.,College Stats
4,110,OAK,Nick Nelson,CB,21,2019,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,10,,,Wisconsin,College Stats
4,111,LAR,Brian Allen,C,22,2019,0,0,1,6,6,22,0,0,0,0,0,0,0,0,0,0,0,,,,Michigan St.,College Stats
4,112,CIN,Mark Walton,RB,21,2019,0,0,0,3,1,21,0,0,0,0,0,67,235,0,20,130,0,4,,,Miami (FL),College Stats
4,113,DEN,DaeSean Hamilton,WR,23,2020,0,0,0,6,6,46,0,0,0,0,0,0,0,0,81,833,5,,,,Penn St.,College Stats
4,114,DET,Da'Shawn Hand,DE,22,2020,0,0,1,7,7,26,0,0,0,0,0,0,0,0,0,0,0,38,,3,Alabama,College Stats
4,115,CHI,Joel Iyiegbuniwe,LB,22,2020,0,0,0,3,3,47,0,0,0,0,0,0,0,0,0,0,0,21,,,Western Kentucky,College Stats
4,116,DAL,Dorance Armstrong Jr.,DE,21,2020,0,0,0,6,6,46,0,0,0,0,0,0,0,0,0,0,0,41,,2.5,Kansas,College Stats
4,117,TAM,Jordan Whitehead,S,21,2020,0,0,3,14,14,45,0,0,0,0,0,0,0,0,0,0,0,164,3,2,Pittsburgh,College Stats
4,118,BAL,Anthony Averett,CB,23,2020,0,0,0,4,4,30,0,0,0,0,0,0,0,0,0,0,0,41,,,Alabama,College Stats
4,119,LAC,Kyzir White,S,22,2020,0,0,1,12,12,30,0,0,0,0,0,0,0,0,0,0,0,87,2,0.5,West Virginia,College Stats
4,120,SEA,Will Dissly,TE,22,2020,0,0,1,5,5,26,0,0,0,0,0,1,7,0,55,669,8,1,,,Washington,College Stats
4,121,BUF,Taron Johnson,CB,22,2020,0,0,2,17,17,39,0,0,0,0,0,0,0,0,0,0,0,143,2,3,Weber St.,
4,122,BAL,Kenny Young,LB,23,2020,0,0,1,11,6,46,0,0,0,0,0,0,0,0,0,0,0,86,1,3.5,UCLA,College Stats
4,123,MIA,Durham Smythe,TE,23,2020,0,0,2,2,2,46,0,0,0,0,0,0,0,0,39,323,2,6,,,Notre Dame,College Stats
4,124,KAN,Armani Watts,S,22,2020,0,0,0,2,2,37,0,0,0,0,0,0,0,0,0,0,0,31,,2,Texas A&M,College Stats
4,125,PHI,Avonte Maddox,CB,22,2020,0,0,1,9,9,35,0,0,0,0,0,0,0,0,0,0,0,102,2,1.5,Pittsburgh,College Stats
4,126,ATL,Ito Smith,RB,22,2020,0,0,0,6,6,35,0,0,0,0,0,175,689,6,55,314,0,,,,Southern Miss,College Stats
4,127,NOR,Rick Leonard,T,21,,0,0,0,,,,,,,,,,,,,,,,,,Florida St.,College Stats
4,128,SFO,Kentavius Street,DT,22,2020,0,0,0,2,2,18,0,0,0,0,0,0,0,0,0,0,0,9,,,North Carolina St.,College Stats
4,129,JAX,Will Richardson,T,22,2020,0,0,0,3,3,31,0,0,0,0,0,0,0,0,0,0,0,,,,North Carolina St.,College Stats
4,130,PHI,Josh Sweat,DE,21,2020,0,0,0,6,6,39,0,0,0,0,0,0,0,0,0,0,0,41,,10,Florida St.,College Stats
4,131,MIA,Kalen Ballage,RB,22,2020,0,0,1,5,3,35,0,0,0,0,0,201,629,7,52,285,0,3,,,Arizona St.,College Stats
4,132,BAL,Jaleel Scott,WR,23,2020,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,22,0,,,,New Mexico St.,College Stats
4,133,GNB,J'Mon Moore,WR,23,2018,0,0,0,0,0,12,0,0,0,0,0,0,0,0,2,15,0,2,,,Missouri,College Stats
4,134,ARI,Chase Edmonds,RB,22,2020,0,0,0,11,11,45,0,0,0,0,0,217,959,7,85,610,5,11,,,Fordham,
4,135,LAR,John Franklin-Myers,DE,21,2020,0,0,0,5,2,31,0,0,0,0,0,0,0,0,0,0,0,14,,5,S.F. Austin,
4,136,CAR,Marquis Haynes,OLB,24,2020,0,0,0,3,3,30,0,0,0,0,0,0,0,0,0,0,0,21,,5,Mississippi,College Stats
4,137,DAL,Dalton Schultz,TE,22,2020,0,0,1,6,6,43,0,0,0,0,0,0,0,0,76,737,4,1,,,Stanford,College Stats
5,138,GNB,Cole Madison,G,23,,0,0,0,,,,,,,,,,,,,,,,,,Washington St.,College Stats
5,139,NYG,R.J. McIntosh,DT,22,2019,0,0,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,10,,2,Miami (FL),College Stats
5,140,OAK,Maurice Hurst Jr.,DT,23,2020,0,0,1,9,9,40,0,0,0,0,0,0,0,0,0,0,0,51,1,8,Michigan,College Stats
5,141,SEA,Shaquem Griffin,OLB,23,2020,0,0,0,4,4,46,0,0,0,0,0,0,0,0,0,0,0,17,,1,Central Florida,College Stats
5,142,SFO,D.J. Reed,CB,21,2020,0,0,1,6,2,41,0,0,0,0,0,0,0,0,0,0,0,87,2,1,Kansas St.,College Stats
5,143,NWE,Ja'Whaun Bentley,ILB,22,2020,0,0,1,12,12,32,0,0,0,0,0,0,0,0,0,0,0,88,1,1.5,Purdue,College Stats
5,144,TAM,Justin Watson,WR,22,2020,0,0,0,2,2,39,0,0,0,0,0,0,0,0,23,258,2,15,,1,Pennsylvania,
5,145,CHI,Bilal Nichols,DT,21,2020,0,0,2,18,18,43,0,0,0,0,0,0,0,0,0,0,0,51,1,8,Delaware,
5,146,SEA,Tre Flowers,S,23,2020,0,0,2,13,13,42,0,0,0,0,0,0,0,0,0,0,0,157,3,2,Oklahoma St.,College Stats
5,147,LAR,Micah Kiser,ILB,23,2020,0,0,0,6,6,25,0,0,0,0,0,0,0,0,0,0,0,46,,,Virginia,College Stats
5,148,PIT,Marcus Allen,S,22,2020,0,0,0,4,4,17,0,0,0,0,0,0,0,0,0,0,0,20,,,Penn St.,College Stats
5,149,SEA,Michael Dickson,P,22,2020,1,1,0,8,8,48,0,0,0,0,0,1,9,0,0,0,0,1,,,Texas,College Stats
5,150,CLE,Genard Avery,LB,23,2020,0,0,1,6,4,37,0,0,0,0,0,0,0,0,0,0,0,39,,6.5,Memphis,College Stats
5,151,CIN,Davontae Harris,CB,23,2020,0,0,0,5,0,30,0,0,0,0,0,0,0,0,0,0,0,44,,,Illinois St.,
5,152,TEN,Dane Cruikshank,CB,23,2020,0,0,0,2,2,30,0,0,0,0,0,0,0,0,1,66,1,16,1,,Arizona,College Stats
5,153,DET,Tyrell Crosby,T,23,2020,0,0,1,10,10,38,0,0,0,0,0,0,0,0,0,0,0,,,,Oregon,College Stats
5,154,BUF,Siran Neal,CB,24,2020,0,0,0,3,3,47,0,0,0,0,0,0,0,0,1,13,0,47,,1,Jacksonville St.,
5,155,LAC,Scott Quessenberry,C,23,2020,0,0,1,7,7,47,0,0,0,0,0,0,0,0,0,0,0,,,,UCLA,College Stats
5,156,DEN,Troy Fumagalli,TE,23,2020,0,0,0,1,1,19,0,0,0,0,0,0,0,0,14,118,2,1,,,Wisconsin,College Stats
5,157,MIN,Tyler Conklin,TE,23,2020,0,0,0,4,4,47,0,0,0,0,0,0,0,0,32,329,1,3,,,Central Michigan,College Stats
5,158,CIN,Andrew Brown,DE,22,2020,0,0,0,2,2,21,0,0,0,0,0,0,0,0,0,0,0,11,,1,Virginia,College Stats
5,159,IND,Daurice Fountain,WR,22,2020,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,23,0,,,,Northern Iowa,
5,160,LAR,Ogbonnia Okoronkwo,DE,23,2020,0,0,0,2,2,20,0,0,0,0,0,0,0,0,0,0,0,11,,2.5,Oklahoma,College Stats
5,161,CAR,Jermaine Carter Jr.,LB,23,2020,0,0,1,8,8,48,0,0,0,0,0,0,0,0,0,0,0,50,,0.5,Maryland,College Stats
5,162,BAL,Jordan Lasley,WR,21,,0,0,0,,,,,,,,,,,,,,,,,,UCLA,College Stats
5,163,WAS,Tim Settle,DT,21,2020,0,0,0,6,6,47,0,0,0,0,0,0,0,0,0,0,0,27,,7,Virginia Tech,College Stats
5,164,NOR,Natrell Jamerson,S,22,2020,0,0,0,1,,21,0,0,0,0,0,0,0,0,0,0,0,11,,,Wisconsin,College Stats
5,165,PIT,Jaylen Samuels,TE,22,2020,0,0,0,7,7,42,4,5,35,0,1,131,459,1,82,550,4,1,,,North Carolina St.,College Stats
5,166,BUF,Wyatt Teller,G,23,2020,0,0,2,15,2,34,0,0,0,0,0,0,0,0,1,-5,0,,,,Virginia Tech,College Stats
5,167,MIN,Daniel Carlson,K,23,2020,0,0,0,8,-1,44,0,0,0,0,0,0,0,0,0,0,0,2,,,Auburn,College Stats
5,168,SEA,Jamarco Jones,T,22,2020,0,0,0,5,5,26,0,0,0,0,0,0,0,0,0,0,0,,,,Ohio St.,College Stats
5,169,IND,Jordan Wilkins,RB,24,2020,0,0,0,8,8,45,0,0,0,0,0,195,951,4,35,233,0,3,,,Mississippi,College Stats
5,170,CIN,Darius Phillips,CB,23,2020,0,0,1,6,6,35,0,0,0,0,0,0,0,0,0,0,0,53,5,,Western Michigan,College Stats
5,171,DAL,Mike White,QB,23,,0,0,0,,,,,,,,,,,,,,,,,,Western Kentucky,College Stats
5,172,GNB,JK Scott,P,22,2020,0,0,0,6,6,48,0,1,0,0,0,0,0,0,0,0,0,2,,,Alabama,College Stats
5,173,OAK,Johnny Townsend,P,23,2020,0,0,0,2,2,17,0,0,0,0,0,1,42,0,0,0,0,,,,Florida,College Stats
5,174,GNB,Marquez Valdes-Scantling,WR,23,2020,0,0,3,14,14,48,0,0,0,0,0,8,51,0,97,1723,10,2,,,South Florida,College Stats
6,175,CLE,Damion Ratley,WR,23,2020,0,0,0,3,3,31,0,0,0,0,0,0,0,0,29,407,1,1,,,Texas A&M,College Stats
6,176,LAR,John Kelly,RB,21,2019,0,0,0,1,1,8,0,0,0,0,0,30,83,0,2,27,0,,,,Tennessee,College Stats
6,177,HOU,Duke Ejiofor,DE,23,2018,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,6,,1,Wake Forest,College Stats
6,178,NWE,Christian Sam,ILB,22,,0,0,0,,,,,,,,,,,,,,,,,,Arizona St.,College Stats
6,179,NYJ,Parry Nickerson,CB,23,2020,0,0,0,2,1,21,0,0,0,0,0,0,0,0,0,0,0,22,,,Tulane,College Stats
6,180,NYJ,Folorunso Fatukasi,DT,23,2020,0,0,1,7,7,30,0,0,0,0,0,0,0,0,0,0,0,36,,3,Connecticut,College Stats
6,181,CHI,Kylie Fitts,DE,23,2020,0,0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,7,,,Utah,College Stats
6,182,ARI,Christian Campbell,CB,22,,0,0,0,,,,,,,,,,,,,,,,,,Penn St.,College Stats
6,183,DEN,Sam Jones,G,22,2018,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,,Arizona St.,College Stats
6,184,SFO,Marcell Harris,S,24,2020,0,0,0,7,7,37,0,0,0,0,0,0,0,0,0,0,0,74,,,Florida,College Stats
6,185,IND,Deon Cain,WR,22,2020,0,0,0,1,0,15,0,0,0,0,0,0,0,0,9,124,0,,,,Clemson,College Stats
6,186,SEA,Jacob Martin,LB,22,2020,0,0,0,5,2,44,0,0,0,0,0,0,0,0,0,0,0,27,,9.5,Temple,College Stats
6,187,BUF,Ray-Ray McCloud,WR,21,2020,0,0,0,1,0,32,0,0,0,0,0,6,69,0,25,113,0,1,,,Clemson,College Stats
